id,x,y
564,45.601701,12.165212
565,30.8214723,-98.7907686
567,300.0,300.0
568,34.7763887,71.5144196
569,39.7837304,-100.4458825
570,0.5198329,35.2715481
571,,
574,31.778345,35.2250786
575,25.7742658,-80.1936589
576,300.0,300.0
577,34.0536909,-118.2427666
578,,
579,0.5198329,35.2715481
580,300.0,300.0
581,41.8755616,-87.6244212
583,34.2331373,-102.4107493
584,31.778345,35.2250786
585,300.0,300.0
588,44.2022293,-88.4465361
589,300.0,300.0
592,300.0,300.0
594,300.0,300.0
598,40.777800400000004,8.921996955790174
599,33.7490987,-84.3901849
600,34.2331373,-102.4107493
603,40.777800400000004,8.921996955790174
604,18.4357733,-69.9699468
606,51.3598358,1.4449668
607,,
608,40.777800400000004,8.921996955790174
609,43.6534817,-79.3839347
611,,
612,51.44770365,5.966069282055592
613,,
614,37.7884969,-122.3558473
615,33.7500378,-117.8704931
617,40.777800400000004,8.921996955790174
619,36.0998131,-80.2440518
621,40.777800400000004,8.921996955790174
622,300.0,300.0
623,-34.9281805,138.5999312
624,40.777800400000004,8.921996955790174
625,38.8949855,-77.0365708
628,300.0,300.0
630,36.7014631,-118.7559974
631,40.777800400000004,8.921996955790174
633,,
635,40.7127281,-74.0060152
636,300.0,300.0
637,40.777800400000004,8.921996955790174
638,40.777800400000004,8.921996955790174
640,40.777800400000004,8.921996955790174
641,300.0,300.0
642,39.7837304,-100.4458825
643,300.0,300.0
644,300.0,300.0
646,32.7762719,-96.7968559
649,40.7127281,-74.0060152
651,300.0,300.0
652,39.2138905,-79.6371124
653,,
654,300.0,300.0
655,300.0,300.0
656,52.865196,-7.9794599
657,,
658,300.0,300.0
659,25.0750095,55.18876088183319
660,32.2228765,-110.9748477
661,22.3511148,78.6677428
662,47.6038321,-122.3300624
664,300.0,300.0
665,41.1366494,-95.8907373
667,31.4331663,34.3779285
669,,
671,300.0,300.0
672,56.7861112,-4.1140518
674,300.0,300.0
675,,
677,300.0,300.0
679,300.0,300.0
680,43.5044277,-79.8771403
681,18.9387711,72.8353355
682,45.5202471,-122.6741949
683,,
684,300.0,300.0
685,,
686,,
687,300.0,300.0
688,39.7589478,-84.1916069
689,300.0,300.0
690,43.7283874,-79.34914879325001
691,12.7503486,122.7312101
697,41.3750937,-74.692663
699,19.1784879,72.95860160523095
700,34.0536909,-118.2427666
702,31.8160381,-99.5120986
704,,
705,38.936451149999996,-8.481620016489037
706,51.8517097,68.3655586
709,-20.2759451,57.5703566
710,41.083064,-81.518485
712,300.0,300.0
713,300.0,300.0
714,300.0,300.0
716,300.0,300.0
717,51.5073219,-0.1276474
719,,
720,300.0,300.0
721,34.0123846,71.5787458
724,300.0,300.0
725,27.8197898,-82.6822635
726,34.0536909,-118.2427666
727,45.3842702,-73.995482
728,,
729,53.2400952,6.5376274
730,,
731,50.85453835,-0.5648162995576137
732,300.0,300.0
734,51.44770365,5.966069282055592
735,27.5311474,-82.7334334
736,39.7837304,-100.4458825
737,31.5313113,34.8667654
738,29.74121705,-82.44980853622846
739,,
740,,
744,,
745,59.9133301,10.7389701
746,34.0536909,-118.2427666
748,51.6412212,0.0553002
751,300.0,300.0
752,300.0,300.0
753,,
754,40.7127281,-74.0060152
755,52.865196,-7.9794599
758,300.0,300.0
759,54.7023545,-3.2765753
761,,
762,,
763,300.0,300.0
767,40.7127281,-74.0060152
770,53.0445884,-2.9943897
773,300.0,300.0
774,40.7281575,-74.0776417
775,300.0,300.0
777,300.0,300.0
779,39.7392364,-104.9848623
781,-10.3333333,-53.2
782,300.0,300.0
783,,
784,300.0,300.0
786,300.0,300.0
787,12.7503486,122.7312101
788,42.2966861,-89.6212271
790,61.0666922,-107.9917071
791,-41.289636,174.7757724
794,300.0,300.0
795,36.5859718,-79.3950228
796,40.7127281,-74.0060152
797,300.0,300.0
798,300.0,300.0
799,54.31536155,-1.9180234948012402
800,40.7127281,-74.0060152
801,,
802,300.0,300.0
803,300.0,300.0
804,37.3361905,-121.8905833
805,39.7837304,-100.4458825
806,37.7790262,-122.4199061
807,300.0,300.0
808,32.7762719,-96.7968559
809,30.4459596,-91.18738
810,,
812,34.2331373,-102.4107493
814,300.0,300.0
815,300.0,300.0
817,39.4225192,-111.7143584
818,44.4308975,-89.6884637
819,46.3003915,-119.3473121
820,,
822,40.7127281,-74.0060152
823,39.7837304,-100.4458825
826,-24.7761086,134.755
828,36.7014631,-118.7559974
829,,
832,35.6729639,-79.0392919
833,300.0,300.0
834,38.4758406,-80.8408415
835,300.0,300.0
836,300.0,300.0
837,38.9959461,-77.0276231
838,39.7837304,-100.4458825
840,33.4484367,-112.0741417
841,33.7490987,-84.3901849
842,40.7896239,-73.9598939
843,39.7459468,-75.546589
845,300.0,300.0
846,35.1490215,-90.0516285
848,-13.8564724,-72.7759926
849,300.0,300.0
851,39.7837304,-100.4458825
852,34.3664127,-89.5187664
853,300.0,300.0
856,39.7837304,-100.4458825
857,33.7490987,-84.3901849
859,300.0,300.0
860,33.285669,-86.8099884
863,40.7127281,-74.0060152
864,33.7490987,-84.3901849
866,30.3321838,-81.655651
867,35.8428646,-90.7034522
868,300.0,300.0
870,28.0836269,-80.6081089
871,18.4357733,-69.9699468
872,300.0,300.0
873,,
874,38.19698,-116.298581
875,300.0,300.0
876,300.0,300.0
877,300.0,300.0
878,,
882,,
883,-33.8548157,151.2164539
884,300.0,300.0
885,300.0,300.0
886,300.0,300.0
888,45.3842702,-73.995482
890,300.0,300.0
891,300.0,300.0
892,,
893,300.0,300.0
894,40.7127281,-74.0060152
895,41.31611085,-74.12629189225156
896,39.9527237,-75.1635262
899,300.0,300.0
902,300.0,300.0
903,300.0,300.0
905,300.0,300.0
906,300.0,300.0
911,47.4983815,19.0404707
912,300.0,300.0
915,300.0,300.0
919,300.0,300.0
921,300.0,300.0
923,300.0,300.0
926,300.0,300.0
928,-33.8548157,151.2164539
929,36.7014631,-118.7559974
930,300.0,300.0
931,300.0,300.0
932,300.0,300.0
934,32.8934599,-97.4444646
935,39.9622601,-83.0007065
936,300.0,300.0
938,33.4946353,-117.1473661
939,33.7490987,-84.3901849
940,36.7295295,-119.70886126075588
941,300.0,300.0
942,300.0,300.0
944,300.0,300.0
945,-24.7761086,134.755
946,35.880361449999995,-78.78723821716514
947,,
948,300.0,300.0
951,-22.9110137,-43.2093727
952,300.0,300.0
953,,
955,39.9622601,-83.0007065
956,8.559559,-81.1308434
957,300.0,300.0
958,,
959,,
960,,
961,28.6517178,77.2219388
962,34.395342,-111.7632755
963,40.4729398,-79.8176723
964,25.1446897,67.1847767315734
965,47.6038321,-122.3300624
968,300.0,300.0
971,,
972,300.0,300.0
974,37.8930529,-122.2427065
976,32.7579739,-97.0669292
977,300.0,300.0
978,,
979,32.7762719,-96.7968559
981,300.0,300.0
982,300.0,300.0
983,14.5905862,120.97533
984,300.0,300.0
985,40.7127281,-74.0060152
986,300.0,300.0
987,300.0,300.0
990,300.0,300.0
991,,
992,300.0,300.0
993,47.5667266,-122.2213952
994,30.8572484,-81.67626275443196
996,300.0,300.0
997,300.0,300.0
998,,
999,300.0,300.0
1001,300.0,300.0
1002,18.4357733,-69.9699468
1004,300.0,300.0
1005,300.0,300.0
1006,25.4230425,-100.9927509
1008,300.0,300.0
1009,300.0,300.0
1010,38.848724,-76.9238625
1015,46.9599823,22.0541733
1017,21.017235,-89.6463171
1018,300.0,300.0
1020,30.7305142,-81.5464928
1021,40.7127281,-74.0060152
1022,9.6000359,7.9999721
1023,,
1024,300.0,300.0
1026,30.8713577,-88.0482706
1029,300.0,300.0
1031,42.2713945,-89.093966
1032,300.0,300.0
1035,40.3936294,47.7872508
1036,300.0,300.0
1037,300.0,300.0
1038,27.6387163,-80.3975399
1040,300.0,300.0
1041,300.0,300.0
1042,300.0,300.0
1043,39.2908816,-76.610759
1044,27.7567667,-81.4639835
1045,,
1048,43.89032975,7.0188060875136635
1049,300.0,300.0
1050,38.5228755,-77.29018630447861
1051,300.0,300.0
1052,300.0,300.0
1054,300.0,300.0
1057,300.0,300.0
1058,42.2761341,-88.1920272
1061,28.2678746,-98.101923
1062,300.0,300.0
1065,42.3534705,-87.98197186396688
1066,300.0,300.0
1067,35.5197984,-84.3635338
1069,38.84341125,-76.98630891262773
1070,15.9240905,80.1863809
1071,300.0,300.0
1072,300.0,300.0
1073,,
1074,,
1075,300.0,300.0
1077,300.0,300.0
1078,38.353738,-0.4901846
1079,300.0,300.0
1080,33.7490987,-84.3901849
1081,300.0,300.0
1082,36.0726355,-79.7919754
1083,300.0,300.0
1084,9.9641579,-0.6409821667757774
1085,300.0,300.0
1088,300.0,300.0
1090,300.0,300.0
1091,47.6038321,-122.3300624
1093,,
1094,,
1098,37.6413202,-120.7604834
1099,41.9216734,-93.3122705
1102,13.2904027,108.4265113
1103,300.0,300.0
1104,300.0,300.0
1105,300.0,300.0
1106,27.7567667,-81.4639835
1109,300.0,300.0
1110,,
1112,,
1113,,
1114,300.0,300.0
1117,,
1118,40.6501038,-73.9495823
1119,40.7498243,-73.7976337
1120,,
1122,300.0,300.0
1123,300.0,300.0
1124,45.421106,-75.690308
1126,,
1128,44.2156269,-69.9339378
1129,51.0534234,-114.0625892
1130,,
1132,-33.8548157,151.2164539
1134,300.0,300.0
1136,51.5073219,-0.1276474
1138,39.5162234,-76.9382069
1139,,
1141,52.45420105,4.578006038465025
1142,41.497831,-81.537346
1143,40.0796606,-89.4337288
1145,30.4459596,-91.18738
1146,300.0,300.0
1149,39.7837304,-100.4458825
1151,,
1152,,
1153,300.0,300.0
1154,-26.205,28.049722
1155,,
1156,,
1157,300.0,300.0
1160,300.0,300.0
1162,54.7023545,-3.2765753
1164,56.7861112,-4.1140518
1166,51.5073219,-0.1276474
1167,49.2608724,-123.1139529
1168,41.5051613,-81.6934446
1170,,
1173,,
1174,54.7023545,-3.2765753
1175,42.3315509,-83.0466403
1177,300.0,300.0
1178,300.0,300.0
1179,300.0,300.0
1181,300.0,300.0
1182,43.5460516,-80.2493276
1183,49.2859502,-123.1112786
1185,39.9622601,-83.0007065
1188,61.0666922,-107.9917071
1189,43.0622536,-88.3123889
1190,-33.8548157,151.2164539
1191,300.0,300.0
1195,300.0,300.0
1196,300.0,300.0
1198,,
1199,300.0,300.0
1201,50.000678,-86.000977
1202,300.0,300.0
1203,300.0,300.0
1204,300.0,300.0
1206,36.7014631,-118.7559974
1207,300.0,300.0
1208,300.0,300.0
1209,29.7589382,-95.3676974
1211,39.631108499999996,-105.11005818223015
1212,,
1213,38.8949855,-77.0365708
1214,,
1215,39.7837304,-100.4458825
1217,300.0,300.0
1218,300.0,300.0
1219,50.000678,-86.000977
1221,300.0,300.0
1222,300.0,300.0
1223,300.0,300.0
1224,300.0,300.0
1225,300.0,300.0
1226,300.0,300.0
1227,300.0,300.0
1228,39.7837304,-100.4458825
1229,300.0,300.0
1230,300.0,300.0
1232,,
1234,300.0,300.0
1235,300.0,300.0
1236,,
1237,300.0,300.0
1238,,
1239,30.048819,31.243666
1240,300.0,300.0
1241,300.0,300.0
1242,300.0,300.0
1243,300.0,300.0
1244,47.6038321,-122.3300624
1245,300.0,300.0
1249,51.5350875,23.564514
1250,300.0,300.0
1251,-35.2975906,149.1012676
1252,300.0,300.0
1253,50.109345950000005,14.393264664529315
1254,300.0,300.0
1259,-41.289636,174.7757724
1262,55.62517015,12.081721710792847
1263,300.0,300.0
1264,300.0,300.0
1267,,
1269,,
1270,,
1271,49.21230655,-2.1255999596428845
1272,21.315603,-158.008804
1273,30.374673,-88.84594333482862
1275,300.0,300.0
1276,-34.6075682,-58.4370894
1277,-2.4833826,117.8902853
1278,41.3197763,-81.6267904
1279,51.5844701,-0.0188186
1280,300.0,300.0
1282,4.5693754,102.2656823
1283,,
1284,-26.5443222,153.0507705
1287,,
1288,,
1289,300.0,300.0
1290,41.8755616,-87.6244212
1293,300.0,300.0
1294,42.7653662,-71.467566
1296,52.6361398,-1.1330789
1297,,
1298,41.1763139,-73.7907554
1300,42.5389836,-71.0481084
1301,,
1302,1.357107,103.8194992
1303,-34.9281805,138.5999312
1304,300.0,300.0
1305,36.1672559,-115.1485163
1307,55.8609825,-4.2488787
1308,300.0,300.0
1309,300.0,300.0
1312,1.357107,103.8194992
1315,-43.530955,172.6366455
1316,,
1317,300.0,300.0
1318,300.0,300.0
1319,12.7503486,122.7312101
1320,29.0596004,-81.0342848
1321,300.0,300.0
1324,300.0,300.0
1326,-10.3333333,-53.2
1327,30.19348925,-97.66500963529677
1328,37.050096,-121.9905908
1331,46.2307181,-61.3056432
1332,,
1334,34.9550817,-97.2684063
1335,,
1337,300.0,300.0
1338,33.467823,-81.251254
1340,39.7837304,-100.4458825
1341,,
1343,32.3293809,-83.1137366
1345,,
1346,52.3746905,4.8888723
1347,300.0,300.0
1348,44.9504037,-93.1015026
1349,29.5429169,-95.29136422718906
1350,,
1351,56.7861112,-4.1140518
1352,300.0,300.0
1353,51.2356068,-0.5732063
1354,,
1356,-0.1029109,34.7541761
1360,34.0536909,-118.2427666
1361,300.0,300.0
1362,300.0,300.0
1363,300.0,300.0
1365,300.0,300.0
1368,51.8517097,68.3655586
1369,,
1371,,
1372,53.5677371,-0.0736289
1374,300.0,300.0
1375,43.2233214,-90.2915132
1376,300.0,300.0
1378,53.350342049999995,-2.280369252664295
1379,40.7127281,-74.0060152
1380,40.7127281,-74.0060152
1381,300.0,300.0
1382,300.0,300.0
1383,300.0,300.0
1384,40.7127281,-74.0060152
1385,40.7127281,-74.0060152
1388,40.7127281,-74.0060152
1389,38.7604815,-92.5617875
1390,39.7837304,-100.4458825
1391,300.0,300.0
1393,300.0,300.0
1394,36.7014631,-118.7559974
1395,34.851354,-82.3984882
1396,40.7127281,-74.0060152
1399,40.7127281,-74.0060152
1401,300.0,300.0
1402,50.4377018,-3.5632704
1405,300.0,300.0
1406,36.7014631,-118.7559974
1407,40.7127281,-74.0060152
1408,300.0,300.0
1409,50.4377018,-3.5632704
1411,300.0,300.0
1412,300.0,300.0
1414,50.4377018,-3.5632704
1415,300.0,300.0
1418,40.7127281,-74.0060152
1419,40.7127281,-74.0060152
1420,50.4377018,-3.5632704
1421,300.0,300.0
1422,40.7127281,-74.0060152
1425,300.0,300.0
1429,,
1431,-33.8548157,151.2164539
1432,,
1433,,
1436,300.0,300.0
1439,,
1440,,
1441,35.0316986,135.7219399
1443,31.8160381,-99.5120986
1444,40.7127281,-74.0060152
1445,300.0,300.0
1447,,
1448,,
1449,300.0,300.0
1450,300.0,300.0
1452,300.0,300.0
1453,300.0,300.0
1454,300.0,300.0
1455,,
1456,300.0,300.0
1458,,
1459,43.7283874,-79.34914879325001
1460,,
1463,39.85902405,-84.11136295364687
1464,300.0,300.0
1466,,
1467,29.7589382,-95.3676974
1470,300.0,300.0
1472,34.395342,-111.7632755
1473,300.0,300.0
1474,,
1475,39.7837304,-100.4458825
1477,300.0,300.0
1479,30.2711286,-97.7436995
1480,35.4729886,-97.5170536
1482,61.0666922,-107.9917071
1483,300.0,300.0
1484,54.7023545,-3.2765753
1485,,
1486,61.0666922,-107.9917071
1487,44.4308975,-89.6884637
1488,35.2270869,-80.8431268
1491,40.85172235,-73.09921882199973
1493,300.0,300.0
1494,,
1495,54.7023545,-3.2765753
1497,300.0,300.0
1498,300.0,300.0
1499,300.0,300.0
1500,300.0,300.0
1501,300.0,300.0
1502,,
1503,300.0,300.0
1504,,
1505,300.0,300.0
1506,300.0,300.0
1507,300.0,300.0
1508,300.0,300.0
1509,47.2359524,-122.3626381
1510,300.0,300.0
1511,300.0,300.0
1513,41.093429,-75.0018401
1514,300.0,300.0
1515,,
1518,31.8160381,-99.5120986
1519,300.0,300.0
1520,36.7014631,-118.7559974
1521,300.0,300.0
1522,300.0,300.0
1523,,
1524,,
1525,300.0,300.0
1526,300.0,300.0
1527,300.0,300.0
1530,56.1496278,10.2134046
1531,300.0,300.0
1532,40.8088861,-96.7077751
1533,23.10648,40.693703
1534,,
1535,300.0,300.0
1537,,
1538,21.4918572,77.1789873
1540,53.4794892,-2.2451148
1543,61.0666922,-107.9917071
1544,35.9603948,-83.9210261
1545,-24.7761086,134.755
1546,300.0,300.0
1547,,
1549,300.0,300.0
1553,39.5158825,-116.8537227
1554,300.0,300.0
1555,300.0,300.0
1556,52.865196,-7.9794599
1558,300.0,300.0
1559,300.0,300.0
1560,6.4550575,3.3941795
1561,53.535411,-113.507996
1562,,
1567,36.1830875,-115.02796403836633
1568,39.5103048,-84.7420519
1569,300.0,300.0
1570,300.0,300.0
1572,300.0,300.0
1573,300.0,300.0
1574,35.263676,139.150229
1575,300.0,300.0
1576,41.8755616,-87.6244212
1577,41.5910641,-93.6037149
1579,43.2661904,-79.9546341
1580,300.0,300.0
1582,300.0,300.0
1585,40.7127281,-74.0060152
1587,39.87697385,-7.114231633979989
1588,300.0,300.0
1590,52.5001698,5.7480821
1591,300.0,300.0
1593,300.0,300.0
1594,35.6828387,139.7594549
1595,,
1596,-35.5898858,145.286912
1597,300.0,300.0
1599,300.0,300.0
1600,,
1601,300.0,300.0
1602,300.0,300.0
1603,,
1604,33.7490987,-84.3901849
1605,300.0,300.0
1607,300.0,300.0
1608,300.0,300.0
1609,300.0,300.0
1610,-1.2832533,36.8172449
1611,300.0,300.0
1613,300.0,300.0
1614,36.1911624,44.0094652
1615,300.0,300.0
1617,300.0,300.0
1618,300.0,300.0
1619,46.5391751,-102.8682231
1621,-37.8142176,144.9631608
1622,-33.928992,18.417396
1623,300.0,300.0
1625,6.6048591000000005,3.3532040740949824
1626,,
1627,,
1628,41.8933203,12.4829321
1631,300.0,300.0
1632,51.569183,-4.295173
1633,300.0,300.0
1636,-33.8548157,151.2164539
1637,300.0,300.0
1638,300.0,300.0
1639,300.0,300.0
1643,300.0,300.0
1644,18.4357733,-69.9699468
1645,300.0,300.0
1646,300.0,300.0
1647,300.0,300.0
1648,300.0,300.0
1649,38.9742502,-94.6851702
1650,300.0,300.0
1652,18.2214149,-66.41328179513847
1653,,
1654,37.4429964,-122.1545229
1657,300.0,300.0
1658,300.0,300.0
1660,38.8949855,-77.0365708
1661,300.0,300.0
1662,41.7370229,-99.5873816
1663,,
1666,300.0,300.0
1669,51.5073219,-0.1276474
1670,39.7837304,-100.4458825
1671,,
1672,18.9387711,72.8353355
1673,300.0,300.0
1675,300.0,300.0
1676,28.6141793,77.2022662
1677,300.0,300.0
1679,300.0,300.0
1683,51.324162,-1.9032486699002247
1684,300.0,300.0
1686,300.0,300.0
1687,300.0,300.0
1688,52.6361398,-1.1330789
1690,300.0,300.0
1691,40.4416941,-79.9900861
1692,300.0,300.0
1693,42.3602534,-71.0582912
1694,,
1698,53.7974185,-1.5437941
1699,39.7837304,-100.4458825
1700,300.0,300.0
1701,36.7014631,-118.7559974
1702,54.7023545,-3.2765753
1703,9.6000359,7.9999721
1705,20.6308643,-87.0779503
1706,300.0,300.0
1707,300.0,300.0
1709,300.0,300.0
1710,300.0,300.0
1712,300.0,300.0
1715,52.6361398,-1.1330789
1716,300.0,300.0
1718,,
1719,300.0,300.0
1720,18.9387711,72.8353355
1721,300.0,300.0
1722,300.0,300.0
1724,42.2528772,-71.0022705
1726,300.0,300.0
1731,,
